        EASTERN PARKWAY,Brooklyn,11233,Housing Preservation and Development,2358,0.054132,TRUE,40.66875299,-73.92111337
        MACON STREET,Brooklyn,11216,Department of Citywide Administrative Services,50,0.001148,TRUE,40.68114048,-73.94708556
229 MARCUS GARVEY BLVD,Brooklyn,11221,Department of Citywide Administrative Services,1600,0.036731,TRUE,40.69009786,-73.93934714
        FULTON STREET,Brooklyn,11233,Housing Preservation and Development,1427,0.032759,TRUE,40.6787677,-73.9158558
        PROSPECT PLACE,Brooklyn,11213,Department of Citywide Administrative Services,2129,0.048875,TRUE,40.67400943,-73.93956139
404 HOWARD AVENUE,Brooklyn,11233,Housing Preservation and Development,3217,0.073852,TRUE,40.67393422,-73.91980221
        CHAUNCEY STREET,Brooklyn,11233,Housing Preservation and Development,837,0.019215,TRUE,40.68102995,-73.92759495
2038 FULTON STREET,Brooklyn,11233,Housing Preservation and Development,1600,0.036731,TRUE,40.6785114,-73.9166053
1953 BERGEN STREET,Brooklyn,11233,Housing Preservation and Development,2143,0.049197,TRUE,40.67433359,-73.91616029
        PACIFIC STREET,Brooklyn,11233,Housing Preservation and Development,1280,0.029385,TRUE,40.67573088,-73.91075836
1911A ATLANTIC AVENUE,Brooklyn,11233,Housing Preservation and Development,1522,0.03494,TRUE,40.67716821,-73.92073208
191 CHAUNCEY STREET,Brooklyn,11233,Housing Preservation and Development,1547,0.035514,TRUE,40.68086157,-73.92736526
20 SUYDAM PLACE,Brooklyn,11233,Housing Preservation and Development,2037,0.046763,TRUE,40.67778433,-73.92682422
        PROSPECT PLACE,Brooklyn,11213,Department of Citywide Administrative Services,2129,0.048875,TRUE,40.67401221,-73.93962267
        PACIFIC STREET,Brooklyn,11213,Department of Sanitation,2143,0.049197,TRUE,40.67645366,-73.93219379
2150 ATLANTIC AVENUE,Brooklyn,11233,Housing Preservation and Development,1667,0.038269,TRUE,40.67629439,-73.91549841
        PARK PLACE,Brooklyn,11233,Housing Preservation and Development,226,0.005188,TRUE,40.6719978,-73.92182331
187 CHAUNCEY STREET,Brooklyn,11233,Housing Preservation and Development,2450,0.056244,TRUE,40.68084797,-73.92755997
        EASTERN PARKWAY,Brooklyn,11233,Department of Citywide Administrative Services,15,0.000344,TRUE,40.67236378,-73.91252499
        FULTON STREET,Brooklyn,11233,Housing Preservation and Development,2000,0.045914,TRUE,40.67840946,-73.91768774
        EASTERN PARKWAY,Brooklyn,11233,Housing Preservation and Development,2625,0.060262,TRUE,40.67186274,-73.9133735
        BERGEN STREET,Brooklyn,11233,Housing Preservation and Development,2048,0.047016,TRUE,40.67360792,-73.90916417
1704 PACIFIC STREET,Brooklyn,11213,Department of Sanitation,2143,0.049197,TRUE,40.67645088,-73.9321253
99 TRUXTON STREET,Brooklyn,11233,Housing Preservation and Development,1950,0.044766,TRUE,40.67886415,-73.90572836
2024 FULTON STREET,Brooklyn,11233,Housing Preservation and Development,2000,0.045914,TRUE,40.6785373,-73.91707535
770 DECATUR STREET,Brooklyn,11207,Housing Preservation and Development,1143,0.02624,TRUE,40.683698,-73.912329
1913 ATLANTIC AVENUE,Brooklyn,11233,Housing Preservation and Development,1522,0.03494,TRUE,40.67716543,-73.92067079
2040 FULTON STREET,Brooklyn,11233,Housing Preservation and Development,1600,0.036731,TRUE,40.6785077,-73.91653815
35 ROCHESTER AVENUE,Brooklyn,11233,Housing Preservation and Development,2058,0.047245,TRUE,40.67791631,-73.92717739
1973 BERGEN STREET,Brooklyn,11233,Housing Preservation and Development,2143,0.049197,TRUE,40.67446368,-73.91556201
416 HOPKINSON AVENUE,Brooklyn,11212,Housing Preservation and Development,2000,0.045914,TRUE,40.67105115,-73.91452091
        PACIFIC STREET,Brooklyn,11233,Housing Preservation and Development,1667,0.038269,TRUE,40.67611457,-73.91733727
13 HUNTERFLY PLACE,Brooklyn,11233,Housing Preservation and Development,1770,0.040634,TRUE,40.67779336,-73.92807884
224 SARATOGA AVENUE,Brooklyn,11233,Housing Preservation and Development,2000,0.045914,TRUE,40.678205,-73.9164355
106 HOPKINSON AVENUE,Brooklyn,11233,Housing Preservation and Development,2000,0.045914,TRUE,40.6812534,-73.91440688
1915A ATLANTIC AVENUE,Brooklyn,11233,Housing Preservation and Development,1440,0.033058,TRUE,40.67715986,-73.92055543
        CHAUNCEY STREET,Brooklyn,11233,Housing Preservation and Development,824,0.018916,TRUE,40.68104268,-73.92714558
463 TOMPKINS AVENUE,Brooklyn,11216,Housing Preservation and Development,2000,0.045914,TRUE,40.681545,-73.9434425
1712 BROADWAY,Brooklyn,11207,Housing Preservation and Development,1800,0.041322,TRUE,40.68356,-73.91179033
        DE KALB AVENUE,Brooklyn,11205,Department of Education,26400,0.606061,TRUE,40.68947465,-73.96140263
        UNION STREET,Brooklyn,0,Department of Citywide Administrative Services,594,0.013636,TRUE,40.66771459,-73.92359419
1921 ATLANTIC AVENUE,Brooklyn,11233,Housing Preservation and Development,1440,0.033058,TRUE,40.6771515,-73.92037878
22 SUYDAM PLACE,Brooklyn,11233,Housing Preservation and Development,2037,0.046763,TRUE,40.6777267,-73.92683149
792 MYRTLE AVENUE,Brooklyn,11206,Housing Preservation and Development,2500,0.057392,TRUE,40.69496832,-73.95066385
254 ROCKAWAY AVENUE,Brooklyn,11233,Fire Department,3942,0.090496,TRUE,40.674481,-73.911409
        EASTERN PARKWAY,Brooklyn,0,Department of Citywide Administrative Services,123,0.002824,TRUE,40.6681161,-73.92497819
1901 ATLANTIC AVENUE,Brooklyn,11233,Housing Preservation and Development,1413,0.032438,TRUE,40.67721531,-73.92137375
        ST MARKS AVENUE,Brooklyn,11233,Housing Preservation and Development,2555,0.058655,TRUE,40.67344328,-73.91276941
1662 BERGEN STREET,Brooklyn,11213,Housing Preservation and Development,1866,0.042837,TRUE,40.67468049,-73.92760993
358 MALCOLM X BOULEVARD,Brooklyn,11233,Housing Preservation and Development,1500,0.034435,TRUE,40.680625,-73.928865
772 MYRTLE AVENUE,Brooklyn,11206,Housing Preservation and Development,2500,0.057392,TRUE,40.69486439,-73.95155826
1903A ATLANTIC AVENUE,Brooklyn,11233,Housing Preservation and Development,1200,0.027548,TRUE,40.6771823,-73.92126563
        PUTNAM AVENUE,Brooklyn,11216,Housing Preservation and Development,1333,0.030601,TRUE,40.68329087,-73.95444029
412 HOWARD AVENUE,Brooklyn,11233,Housing Preservation and Development,4300,0.098714,TRUE,40.67371191,-73.91982411
263 MARCUS GARVEY BLVD,Brooklyn,11221,Department of Citywide Administrative Services,2100,0.048209,TRUE,40.688703,-73.93907
687A HANCOCK STREET,Brooklyn,11233,Housing Preservation and Development,1850,0.04247,TRUE,40.68536579,-73.9274505
        FULTON STREET,Brooklyn,11233,Housing Preservation and Development,2500,0.057392,TRUE,40.67837048,-73.91691986
383 HOWARD AVENUE,Brooklyn,11233,Housing Preservation and Development,4000,0.091827,TRUE,40.67456506,-73.91914173
        GUNTHER PLACE,Brooklyn,11233,Department of Citywide Administrative Services,80,0.001837,TRUE,40.67681562,-73.91157244
        PROSPECT PLACE,Brooklyn,0,Department of Citywide Administrative Services,1840,0.042241,TRUE,40.67205717,-73.91231829
        PUTNAM AVENUE,Brooklyn,11221,Housing Preservation and Development,2500,0.057392,TRUE,40.68726838,-73.91987271
2014 FULTON STREET,Brooklyn,11233,Housing Preservation and Development,2000,0.045914,TRUE,40.6785558,-73.9174111
        FULTON STREET,Brooklyn,11233,Housing Preservation and Development,2500,0.057392,TRUE,40.67836492,-73.91682974
329 RALPH AVENUE,Brooklyn,11233,Housing Preservation and Development,2250,0.051653,TRUE,40.67769846,-73.92146692
        PARK PLACE,Brooklyn,11233,Housing Preservation and Development,1714,0.039348,TRUE,40.67164336,-73.91363334
1937 FULTON STREET,Brooklyn,11233,Housing Preservation and Development,1993,0.045753,TRUE,40.678772,-73.91833857
        EAST NEW YORK AVENUE,Brooklyn,11212,Department of Citywide Administrative Services,1709,0.039233,TRUE,40.67187837,-73.91226677
        ST MARKS AVENUE,Brooklyn,0,Housing Preservation and Development,1800,0.041322,TRUE,40.67347074,-73.9232269
        PARK PLACE,Brooklyn,11233,Department of Parks & Recreation,1493,0.034275,TRUE,40.67158629,-73.91439766
2178 DEAN STREET,Brooklyn,11233,Housing Preservation and Development,2045,0.046947,TRUE,40.67476283,-73.91552198
        MARCUS GARVEY BLVD,Brooklyn,11221,Department of Citywide Administrative Services,1700,0.039027,TRUE,40.68887479,-73.93893131
494 GATES AVENUE,Brooklyn,11216,Housing Preservation and Development,2000,0.045914,TRUE,40.68649319,-73.94616297
379 HOWARD AVENUE,Brooklyn,11233,Housing Preservation and Development,4217,0.096809,TRUE,40.67468033,-73.91913438
1559 PROSPECT PLACE,Brooklyn,11233,Housing Preservation and Development,3194,0.073324,TRUE,40.67319089,-73.92460858
205 MOTHER GASTON BLVD,Brooklyn,11233,Housing Preservation and Development,1282,0.029431,TRUE,40.67437012,-73.90809243
1297 EAST NEW YORK AVENUE,Brooklyn,11212,Housing Preservation and Development,4275,0.09814,TRUE,40.66875462,-73.91950925
        GATES AVENUE,Brooklyn,11221,Department of Education,45000,1.033058,TRUE,40.68842503,-73.93462637
        EAST NEW YORK AVENUE,Brooklyn,0,Department of Citywide Administrative Services,1518,0.034848,TRUE,40.67189458,-73.91218039
        STUYVESANT AVENUE,Brooklyn,11221,NYC Housing Authority,16523,0.379316,TRUE,40.69449065,-73.93406868
890 MYRTLE AVENUE,Brooklyn,11206,Housing Preservation and Development,2500,0.057392,TRUE,40.69558648,-73.94666273
1052 PUTNAM AVENUE,Brooklyn,11221,Housing Preservation and Development,2500,0.057392,TRUE,40.68726021,-73.91996287
2097 PACIFIC STREET,Brooklyn,11233,Housing Preservation and Development,2000,0.045914,TRUE,40.67613402,-73.9176581
1835 ATLANTIC AVENUE,Brooklyn,11233,Housing Preservation and Development,2585,0.059343,TRUE,40.67753612,-73.92498221
54 BUFFALO AVENUE,Brooklyn,11233,Housing Preservation and Development,900,0.020661,TRUE,40.6773028,-73.92496085
2128 FULTON STREET,Brooklyn,11233,Department of Citywide Administrative Services,2500,0.057392,TRUE,40.678075,-73.911994
2034 FULTON STREET,Brooklyn,11233,Housing Preservation and Development,1600,0.036731,TRUE,40.6785188,-73.9167396
        MARCUS GARVEY BLVD,Brooklyn,11221,Department of Citywide Administrative Services,1700,0.039027,TRUE,40.68892969,-73.93894569
1459 EASTERN PARKWAY EXT,Brooklyn,11233,Housing Preservation and Development,800,0.018365,TRUE,40.66967451,-73.92005607
        PROSPECT PLACE,Brooklyn,11233,Housing Preservation and Development,2000,0.045914,TRUE,40.67301392,-73.92263685
        PACIFIC STREET,Brooklyn,11233,Department of Education,47172,1.08292,TRUE,40.67532738,-73.91434239
2396 DEAN STREET,Brooklyn,11233,Housing Preservation and Development,3814,0.087557,TRUE,40.67440564,-73.90788689
2020A FULTON STREET,Brooklyn,11233,Housing Preservation and Development,2000,0.045914,TRUE,40.67838,-73.917381
        DEAN STREET,Brooklyn,11233,Housing Preservation and Development,2036,0.04674,TRUE,40.67432586,-73.90766709
2040 PACIFIC STREET,Brooklyn,11233,Housing Preservation and Development,2151,0.04938,TRUE,40.67571169,-73.91816695
        BERGEN STREET,Brooklyn,11233,Housing Preservation and Development,2143,0.049197,TRUE,40.67447761,-73.915854
1973A BERGEN STREET,Brooklyn,11233,Housing Preservation and Development,2143,0.049197,TRUE,40.67445534,-73.91542422
808 HERKIMER STREET,Brooklyn,11233,Department of Parks & Recreation,1225,0.028122,TRUE,40.67819319,-73.9266399
1966 FULTON STREET,Brooklyn,11233,Housing Preservation and Development,2000,0.045914,TRUE,40.67870028,-73.92003792
2156 ATLANTIC AVENUE,Brooklyn,11233,Housing Preservation and Development,5000,0.114784,TRUE,40.6762777,-73.91519559
        FULTON STREET,Brooklyn,11213,Housing Preservation and Development,2000,0.045914,TRUE,40.67942584,-73.93627562
        PROSPECT PLACE,Brooklyn,0,Housing Preservation and Development,1561,0.035836,TRUE,40.67330158,-73.92275501
1027 FULTON STREET,Brooklyn,11238,Department of Business,1050,0.024105,TRUE,40.68232333,-73.96095733
1698 BROADWAY,Brooklyn,11207,Housing Preservation and Development,2080,0.04775,TRUE,40.6837245,-73.912082
        LEXINGTON AVENUE,Brooklyn,11238,Department of Citywide Administrative Services,643,0.014761,TRUE,40.6872875,-73.9578247
2036 FULTON STREET,Brooklyn,11233,Housing Preservation and Development,1600,0.036731,TRUE,40.6785151,-73.91667245
        FULTON STREET,Brooklyn,11216,Housing Preservation and Development,1786,0.041001,TRUE,40.68104551,-73.95409931
2018 FULTON STREET,Brooklyn,11233,Housing Preservation and Development,2000,0.045914,TRUE,40.6785484,-73.9172768
2042 FULTON STREET,Brooklyn,11233,Housing Preservation and Development,1600,0.036731,TRUE,40.678504,-73.916471
1962 FULTON STREET,Brooklyn,11233,Housing Preservation and Development,2000,0.045914,TRUE,40.67871012,-73.92021968
1903 ATLANTIC AVENUE,Brooklyn,11233,Housing Preservation and Development,1479,0.033953,TRUE,40.67721253,-73.92131967
1733 ST MARK'S AVENUE,Brooklyn,11233,Housing Preservation and Development,2129,0.048875,TRUE,40.67325955,-73.90943502
        CHAUNCEY STREET,Brooklyn,11233,Housing Preservation and Development,559,0.012833,TRUE,40.68103322,-73.92745545
1970 FULTON STREET,Brooklyn,11233,Housing Preservation and Development,2000,0.045914,TRUE,40.67869044,-73.91985616
        ST JOHNS PLACE,Brooklyn,11233,Housing Preservation and Development,1689,0.038774,TRUE,40.66962915,-73.91801219
        PARK PLACE,Brooklyn,11233,Housing Preservation and Development,1104,0.025344,TRUE,40.67158835,-73.91348561
1461 ST MARK'S AVENUE,Brooklyn,11233,Housing Preservation and Development,1460,0.033517,TRUE,40.67371977,-73.91929056
1915 ATLANTIC AVENUE,Brooklyn,11233,Housing Preservation and Development,1440,0.033058,TRUE,40.67716264,-73.92061311
183 SACKMAN STREET,Brooklyn,11212,Housing Preservation and Development,1667,0.038269,TRUE,40.67369566,-73.90563473
980 DUMONT AVENUE,Brooklyn,11208,Housing Preservation and Development,1533,0.035193,TRUE,40.66788545,-73.88233484
        GLENMORE AVENUE,Brooklyn,11208,Housing Preservation and Development,2070,0.047521,TRUE,40.67601124,-73.87825749
        LIVONIA AVENUE,Brooklyn,11212,Housing Preservation and Development,979,0.022475,TRUE,40.66311046,-73.90402409
        LIVONIA AVENUE,Brooklyn,11212,Housing Preservation and Development,40000,0.918274,TRUE,40.66309565,-73.90273011
1139 BROADWAY,Brooklyn,11221,Department of Education,2067,0.047452,TRUE,40.69350787,-73.92891813
        PARK PLACE,Brooklyn,0,Housing Preservation and Development,1543,0.035422,TRUE,40.67162269,-73.9133397
408 HOPKINSON AVENUE,Brooklyn,11212,Housing Preservation and Development,2000,0.045914,TRUE,40.67127071,-73.914499
        PROSPECT PLACE,Brooklyn,11238,Department of Citywide Administrative Services,1122,0.025758,TRUE,40.67672951,-73.9622891
        PROSPECT PLACE,Brooklyn,11213,Department of Citywide Administrative Services,2129,0.048875,TRUE,40.67400665,-73.9394965
319 SARATOGA AVENUE,Brooklyn,11233,Housing Preservation and Development,1600,0.036731,TRUE,40.67473075,-73.91653875
1700 BROADWAY,Brooklyn,11207,Housing Preservation and Development,4680,0.107438,TRUE,40.683701,-73.91204033
1968 FULTON STREET,Brooklyn,11233,Housing Preservation and Development,2000,0.045914,TRUE,40.67869536,-73.91994704
335 RALPH AVENUE,Brooklyn,11233,Housing Preservation and Development,3060,0.070248,TRUE,40.67747615,-73.92148881
867 GLENMORE AVENUE,Brooklyn,11208,Housing Preservation and Development,1665,0.038223,TRUE,40.67604121,-73.87804473
535 LINWOOD STREET,Brooklyn,11208,Housing Preservation and Development,5400,0.123967,TRUE,40.67235803,-73.88192518
437 GLENMORE AVENUE,Brooklyn,11207,Housing Preservation and Development,1885,0.043274,TRUE,40.67363079,-73.89416722
1416 EASTERN PARKWAY EXT,Brooklyn,11233,Housing Preservation and Development,756,0.017355,TRUE,40.66870645,-73.92129006
913 KENT AVENUE,Brooklyn,11205,Department of Environmental Protection,63619,1.460491,TRUE,40.6943,-73.958579
53 BARTLETT STREET,Brooklyn,11206,Housing Preservation and Development,2500,0.057392,TRUE,40.70139196,-73.9465188
        CHAUNCEY STREET,Brooklyn,11233,Housing Preservation and Development,559,0.012833,TRUE,40.68103176,-73.92751731
368 LIVONIA AVENUE,Brooklyn,11212,Housing Preservation and Development,1391,0.031933,TRUE,40.66321282,-73.90386491
776 MYRTLE AVENUE,Brooklyn,11206,Housing Preservation and Development,2500,0.057392,TRUE,40.69488628,-73.95137793
1994 FULTON STREET,Brooklyn,11233,Housing Preservation and Development,2000,0.045914,TRUE,40.678614,-73.91846286
2103 PACIFIC STREET,Brooklyn,11233,Housing Preservation and Development,1667,0.038269,TRUE,40.67611736,-73.91739494
277 NEW JERSEY AVENUE,Brooklyn,11207,Housing Preservation and Development,2500,0.057392,TRUE,40.67283262,-73.89478494
863 GLENMORE AVENUE,Brooklyn,11208,Housing Preservation and Development,1800,0.041322,TRUE,40.67602214,-73.87818176
444 HERKIMER STREET,Brooklyn,11213,Housing Preservation and Development,2000,0.045914,TRUE,40.67882063,-73.93883236
1717 LINCOLN PLACE,Brooklyn,11233,Housing Preservation and Development,1836,0.042149,TRUE,40.66925921,-73.91887059
        HALSEY STREET,Brooklyn,11233,Housing Preservation and Development,2200,0.050505,TRUE,40.68463294,-73.92321469
1457 EASTERN PARKWAY EXT,Brooklyn,11233,Housing Preservation and Development,1140,0.026171,TRUE,40.66966083,-73.92012457
        BERGEN STREET,Brooklyn,11238,Department of Citywide Administrative Services,744,0.01708,TRUE,40.67695564,-73.95851958
1459 ST MARK'S AVENUE,Brooklyn,11233,Housing Preservation and Development,1363,0.03129,TRUE,40.67371708,-73.91936987
